Artist,Year,Popularity
Cap Kendricks,2019,51.333333333333336
Cape Cub,2015,43.0
Capital Bra,2016,46.0
Capital Bra,2017,43.0
Capital Bra,2019,79.0
Capital Cities,2013,50.5
Capital Kings,2013,1.0
Capital Kings,2014,0.0
Capital Kings,2015,0.0
Capital Kings,2016,0.0
Capital Kings,2017,23.25
Capo,2019,73.0
Capo Life Family,2019,9.0
Capo Plaza,2017,0.0
Capo Plaza,2019,70.0
Cappa,2015,1.0
Cappella,2010,46.0
Captain & Tennille,1976,0.0
Captain & Tennille,1999,48.0
Captain & Tennille,2005,26.0
Captain Beefheart & His Magic Band,1972,49.0
Captain Cuts,2016,42.0
Captain Cuts,2019,42.5
Captain Hollywood Project,1993,60.0
Captain Jack,2008,48.0
Captives,2019,33.0
Car Seat Headrest,2016,60.0
Caravan,1971,0.0
Caravan Palace,2008,51.0
Caravan Palace,2015,16.5
Caravan Palace,2017,25.0
Caravan Palace,2019,33.0
Carbon Kevlar,2017,30.0
Cardenales De Nuevo León,2005,68.0
Cardi B,2017,59.0
Cardi B,2018,75.0
Cardi B,2019,77.33333333333333
Cards,2020,43.0
Caribou,2010,54.0
Caribou,2019,57.0
Carl Anderson,1982,34.0
Carl Cox,2017,58.0
Carl Louis,2019,23.0
Carl Marshall,2010,32.0
Carl Sims,1995,38.0
Carl Thomas,2000,50.57142857142857
Carl Thomas,2007,0.0
Carl Wave,2014,25.333333333333332
Carla Tous,2013,35.0
Carlie Hanson,2017,7.0
Carlie Hanson,2018,55.0
Carlie Hanson,2019,61.0
Carlitos Moreno,2016,13.0
Carlos Baute,2005,60.0
Carlos Baute,2008,61.0
Carlos Baute,2009,74.0
Carlos Baute,2017,49.0
Carlos Baute,2019,28.0
Carlos Herrera Music,2016,27.0
Carlos Herrera Music,2017,30.0
Carlos Herrera Music,2018,21.0
Carlos Rivera,2016,71.0
Carlos Rivera,2018,68.0
Carlos Sadness,2018,60.0
Carlos Sadness,2019,59.0
Carlos Vives,1995,59.0
Carlos Vives,2001,57.0
Carlos Vives,2013,58.0
Carlos Vives,2014,44.5
Carlos Vives,2015,57.0
Carlos Vives,2016,53.0
Carlos Vives,2017,53.714285714285715
Carlos Vives,2019,61.0
Carly Pearce,2019,74.0
Carly Rae Jepsen,2012,59.5
Carly Rae Jepsen,2015,20.666666666666668
Carly Rae Jepsen,2019,34.5
Carly Simon,1971,45.0
Carly Simon,1972,75.0
Carly Simon,1975,34.333333333333336
Carly Simon,2008,3.0
Carly and Martina,2019,45.0
Carmada,2014,37.0
Carmen López,2011,38.333333333333336
Carmon,2019,39.666666666666664
Carmon,2020,45.0
Carnage,2015,47.333333333333336
Carnage,2019,50.0
Carnage,2020,69.0
Caro Emerald,2016,1.0
Caro Emerald,2018,38.0
Carola Jasmins,2017,37.0
Carolina Camacho,2019,38.0
Carolina Chocolate Drops,2010,45.0
Carolina Marquez,2016,0.0
Carolina Ross,2019,43.0
Caroline Polachek,2019,58.0
Caron Wheeler,1998,7.0
Carpenter Brut,2017,0.0
Carpenter Brut,2018,0.0
Carptree,2010,13.0
Carptree,2017,0.0
Carrie Underwood,2018,61.0
Carson Lueders,2019,51.0
Carta,2019,31.333333333333332
Cartel De Santa,2004,44.45454545454545
Cartel De Santa,2007,47.25
Cartel De Santa,2008,47.0
Cartel De Santa,2010,0.0
Cartel De Santa,2011,53.5
Cartel De Santa,2014,65.33333333333333
Cartel De Santa,2019,72.0
Carter,2017,0.0
Cartoon,2015,68.0
Casa De Leones,2007,58.5
Case,1997,0.0
Case,1999,57.0
Case,2001,52.0
Case,2014,10.0
Casey Conroy,2020,29.0
Casey Derhak,2019,39.0
Cash Cash,2013,34.25
Cash Cash,2014,40.333333333333336
Cash Cash,2016,44.84615384615385
Cash Cash,2017,57.0
Cash Cash,2018,63.75
Cashae,2019,41.5
Cashetano la Merluza,2019,28.0
Cashmere Cat,2016,2.0
Cashmere Cat,2019,51.0
Casiio,2019,44.5
Casper Cole,2019,60.0
Casper Magico,2018,53.0
Casper Magico,2019,72.33333333333333
Casper Magico,2020,54.0
Cassian,2019,13.0
Cassidy,2005,32.0
Cassie,2006,72.0
Cassius,2018,36.0
Cast Of Camp Rock,2008,38.0
CastNowski,2019,34.0
Casting Crowns,2015,24.0
Castion,2018,17.0
Castlecomer,2018,52.0
Casual T,2015,31.0
Cat Dealers,2017,58.0
Cat Dealers,2018,63.0
Cat Dealers,2019,64.5
Cat Dealers,2020,57.0
Cat Power,2006,60.0
Catching Flies,2019,42.666666666666664
Catdra Catthien,2019,38.0
Catey Shaw,2014,37.5
Catfish and the Bottlemen,2014,66.0
Cathercist,2011,0.0
Catiso,2018,1.5
Catlea,2019,38.0
Catnip Cloud,2018,32.0
Cauty,2019,56.0
Caverinha,2019,35.0
Caza,2020,40.0
Cazzu,2018,58.0
Cazzu,2019,68.33333333333333
CeCe Peniston,2001,18.0
CeCe Peniston,2007,56.0
Ceaese,2018,0.0
Cecy Leos,2019,31.0
Cedric Gervais,2012,9.0
CeeLo Green,2010,64.0
CeeLo Green,2012,41.0
Cejaz Negraz,2010,38.0
Cejaz Negraz,2014,39.0
Celeste,2019,56.666666666666664
Celeste,2020,66.0
Celestial Ruin,2019,37.0
Celia Cruz,2000,51.0
Celia Cruz,2001,55.0
Celia Cruz,2003,57.0
Celia Cruz,2004,20.0
Celina Sharma,2019,55.0
Celo & Abdi,2017,0.0
Centhron,2009,0.0
Central Coast Clique,2001,4.0
Central Coast Clique,2004,17.0
Cero Ismael,2019,43.0
Cerrone,2014,1.5
Certain Animals,2020,26.0
Cesar Vilo,2008,41.5
Cesare Cremonini,2019,44.0
Cesqeaux,2019,40.666666666666664
Cetu Javu,2011,32.0
Cevlade,2014,28.0
Chachi,2014,0.0
Chachi,2015,7.0
Chad Cooper,2018,43.333333333333336
Chad Cooper,2019,50.0
Chad Cooper,2020,39.0
Chain Reaction,1980,29.0
Chaka Khan,1996,55.0
Chaka Khan,2005,30.5
Chalky,2019,42.0
Chameleonize,2019,25.0
Chamillionaire,2005,62.333333333333336
Chance the Rapper,2016,68.25
Chance the Rapper,2019,71.0
Changing Faces,1994,43.0
Changing Faces,2000,29.0
Changing Faces,2005,32.0
Channel Live,1995,41.0
Chanté Moore,2000,41.0
Chanté Moore,2004,30.0
Chaos Chaos,2014,63.0
Chardy,2014,6.0
Charizma & Peanut Butter Wolf,2003,0.0
Charlee Remitz,2015,19.0
Charlee Remitz,2019,32.0
Charlene Soraia,2015,0.0
Charleon,2019,45.0
Charles Ans,2015,62.0
Charles Ans,2019,51.5
Charles Bradley,2016,39.0
Charles Brown,1963,0.0
Charles Brown,1992,46.0
Charles Brown,2007,7.0
Charles DaBeast,2019,14.0
Charles Givings,2003,48.0
Charles Jenkins & Fellowship Chicago,2013,35.0
Charles William,2015,5.0
Charles Wright & The Watts 103rd Street Rhythm Band,1970,59.0
Charli XCX,2014,37.666666666666664
Charli XCX,2017,25.0
Charli XCX,2018,71.0
Charli XCX,2019,57.4
Charlie Charles,2019,71.0
Charlie Puth,2015,39.0
Charlie Puth,2016,54.55555555555556
Charlie Puth,2017,21.625
Charlie Puth,2018,76.75
Charlie Puth,2019,68.75
Charlie Who?,2016,34.0
Charlie Who?,2017,41.0
Charlie Who?,2019,27.0
Charlie Wilson,2016,50.0
Charlie Zaa,2019,36.0
Charlotte Day Wilson,2017,25.5
Charlotte Dos Santos,2017,2.0
Charlotte Gainsbourg,2017,0.0
Charlotte Gainsbourg,2018,39.0
Charlotte Lawrence,2017,66.0
Charlotte Lawrence,2018,61.0
Charlotte Lawrence,2019,68.0
Charlotte Rose Benjamin,2020,42.0
Charly Black,2016,67.0
Charm City Devils,2019,38.0
Charming Horses,2018,24.0
Charming Horses,2019,39.0
Chase,2015,21.0
Chase Atlantic,2015,69.0
Chase Atlantic,2019,57.0
Chasing Deer,2018,11.0
Chasing Desolation,2019,22.0
Chato 473,2019,40.5
Chavano,2019,43.0
Chavela Vargas,1961,47.0
Chavela Vargas,2002,45.0
Chaxti,2019,55.0
Chayanne,1990,56.0
Chayanne,1992,50.0
Chayanne,2002,48.0
Chayanne,2014,66.5
Cheap Trick,1977,35.0
Cheap Trick,1978,46.0
Cheap Trick,1988,62.0
Cheap Trick,2004,38.5
Cheap Trick,2007,11.0
Cheap Trick,2019,41.0
Cheat Codes,2016,23.555555555555557
Cheat Codes,2017,60.0
Cheat Codes,2018,59.0
Cheat Codes,2019,60.25
Checco Zalone,2019,56.0
Cheeky El Exotico,2019,29.0
Cheerleader,2019,29.0
Cheka,2016,13.0
Cheka featuring Michael Stuart,2008,15.0
Chela,2011,31.0
Chelsea Cutler,2015,46.0
Chelsea Cutler,2016,23.0
Chelsea Cutler,2017,44.0
Chelsea Cutler,2019,66.66666666666667
Chelsea Cutler,2020,58.0
Chelsea Lankes,2016,37.0
Chemise,2012,51.0
Chencho Corleone,2019,62.0
Cheo,2019,40.0
Cher,1989,72.0
Cher,1998,76.0
Cher Lloyd,2011,62.0
Cher Lloyd,2018,68.0
Cheree,2001,0.0
Chernobyl,2013,13.0
Cherokee,2013,53.0
Cherokee,2018,48.0
Chessboxer,2015,32.0
Chester Nebro,2014,30.0
Chester Nebro,2017,21.0
Chester Nebro,2018,21.0
Chester Nebro,2019,28.5
Chester Young,2018,0.0
Chestnyi,2015,28.0
Chestnyi,2019,21.5
Chet Porter,2016,0.0
Chevelle,2002,65.5
Chevelle,2011,60.0
ChiChi Peralta,1997,26.75
Chicago,1972,61.0
Chicago,1975,42.0
Chicago,1976,74.0
Chicago,1984,72.0
Chicago,2005,49.0
Chicane,2008,44.0
Chicano Batman,2019,38.0
Chico DeBarge,1997,8.5
Chico Rose,2019,58.0
Chiddy Bang,2010,57.0
Chief Keef,2012,55.0
Chief Keef,2014,57.0
Chiiild,2019,54.0
Childish Gambino,2011,0.0
Childish Gambino,2013,5.5
Childish Gambino,2014,3.6666666666666665
Childish Gambino,2016,17.166666666666668
Childish Gambino,2018,72.8
ChildsPlay,2020,60.0
Chili Fernandez,2004,0.0
Chill Children,2018,46.0
Chill Cole,2016,15.0
Chillinit,2019,59.0
China Anne McClain,2011,47.0
China Anne McClain,2012,35.0
China Anne McClain,2014,38.0
China Anne McClain,2017,66.0
China Crisis,1992,53.0
China Mac,2020,50.0
Chinese Kitty,2019,20.0
Chingy,2003,63.666666666666664
Chino & Nacho,2009,0.3333333333333333
Chino & Nacho,2010,17.0
Chino & Nacho,2011,51.0
Chino & Nacho,2015,25.5
Chino & Nacho,2016,72.0
Chino Grande,2005,35.0
Chino Grande,2011,8.0
Chinx,2015,36.0
Chip Charlez,2019,55.0
Chip Conyard,2020,33.0
Chita,2019,48.0
Chito Miranda,2007,0.0
Chivv,2019,52.666666666666664
Chloe Bodur,2017,17.0
Chloe x Halle,2018,49.0
Chloé Gisele,2017,0.0
ChocQuibTown,2019,74.0
Chocoholic,2019,42.0
Chocolate Puma,2015,58.0
Chocolate Puma,2017,47.0
Chocolate Puma,2019,34.5
Chocolate Puma,2020,53.0
Choice,2019,43.666666666666664
Choker,2018,62.0
Choker,2019,63.0
Choklate,2006,25.0
Chon Arauza Y Su Furia Colombiana,2006,18.0
Chongo de Colombia,2019,28.0
Chriilz,2019,33.0
Chris Anderson,2018,41.0
Chris Antonio,2016,0.0
Chris Beer,2019,31.0
Chris Blackburger,2019,28.0
Chris Botti,2007,17.0
Chris Brown,2005,14.0
Chris Brown,2010,0.0
Chris Brown,2012,62.0
Chris Brown,2014,6.5
Chris Brown,2015,73.0
Chris Brown,2017,63.0
Chris Brown,2019,73.76923076923077
Chris Burke,2019,34.666666666666664
Chris Callovar,2019,15.0
Chris Cornell,2011,50.0
Chris Espo,2019,34.0
Chris G.,2018,47.0
Chris Goldarg,2019,16.4
Chris Howland,2017,23.0
Chris Howland,2018,38.0
Chris Isaak,2006,50.5
Chris Jeday,2018,67.0
Chris Kelly,2017,0.0
Chris Keys,2018,47.0
Chris Lake,2006,33.0
Chris Lake,2009,5.0
Chris Lake,2014,12.0
Chris Lawyer,2016,4.0
Chris Lewis,2010,0.0
Chris Linton,2019,44.0
Chris Lorenzo,2019,42.0
Chris Malinchak,2018,56.0
Chris Mazuera,2018,28.0
Chris Mazuera,2019,40.0
Chris Night,2019,36.0
Chris Odd,2019,35.0
Chris Porter,2015,44.0
Chris Porter,2017,30.0
Chris Rea,1978,42.0
Chris Rea,2007,36.0
Chris Read,2017,0.0
Chris River,2019,50.0
Chris Stapleton,2015,57.5
Chris Stapleton,2018,51.0
Chris Thile,2006,40.0
Chris Travis,2014,37.0
Chris Viviano,2018,34.0
Chris Viviano,2019,35.0
Chris Viz,2019,76.0
Chris Wandell,2019,53.0
Chris de Burgh,1986,14.0
Chris2pher,2019,35.0
ChrisLee,2019,33.0
Chrisette Michele,2007,28.0
Chrisette Michele,2013,49.0
Chriss Oz,2019,35.0
Chrissy Zebby Tembo,2017,32.0
Christian Burghardt,2014,30.0
Christian French,2019,68.0
Christian Gregory,2014,0.0
Christian Kuria,2018,39.0
Christian Leave,2016,66.0
Christian Nava,2019,33.0
Christian Rich,2015,0.0
Christian Smith,2017,15.0
Christian Wedvik,2019,31.0
Christina Aguilera,1999,71.0
Christina Aguilera,2002,43.0
Christina Aguilera,2018,57.0
Christina Grimmie,2017,57.0
Christina Milian,2001,54.0
Christina Perri,2011,79.0
Christina Perri,2014,38.0
Christine and the Queens,2015,54.0
Christión,1997,41.0
Christon Gray,2011,20.0
Christopher,2016,41.0
Christopher Cross,1979,64.0
Christopher Cross,2005,50.0
Christopher Needle,2019,22.0
Christopher Shayne,2019,32.0
Christopher Wilde,2010,52.666666666666664
Christopher Williams,1989,32.0
Christopher Williams,1991,55.0
Christopher Williams,1992,32.0
Christopher Williams,1996,0.0
Chroma Key,1998,32.0
Chromatics,2012,56.0
Chromatics,2013,0.0
Chromatics,2018,38.0
Chromeo,2014,42.0
Chucho Flash,2019,39.0
Chucho Rivas,2018,18.0
Chucho Rivas,2019,49.666666666666664
Chuck Berry,1986,79.0
Chuck Berry,2007,8.0
Chuckie,2011,28.0
Chuckie,2012,28.0
Chuckie,2013,13.0
Chuckie,2018,43.0
Chuckii Booker,1989,18.666666666666668
Chuckii Booker,1992,22.666666666666668
Chumbawamba,1997,62.0
Chumbawamba,2008,53.0
Church & AP,2019,41.0
Churupaca,2013,52.0
Chuuwee,2014,54.0
Chymamusique,2014,6.0
Chymes,2019,36.0
Chynna,2014,30.0
Chynna,2016,33.0
Chyno Miranda,2018,47.0
Chyno Miranda,2019,63.0
Chystemc,2016,55.0
Ciara,2004,71.0
Ciara,2015,29.0
Ciara,2018,68.0
Ciara,2019,64.0
Cidtronyck,2017,55.0
Cienfue,2020,49.0
Cigarettes After Sex,2012,3.0
Cigarettes After Sex,2015,61.0
Cigarettes After Sex,2017,38.0
Cilver,2016,44.0
Cimafunk,2017,42.0
Cimorelli,2019,55.0
Cincere,2019,24.0
Cinderella,1986,30.0
Cinderella,1988,18.25
Circa Waves,2020,55.0
Circuit Breakers,2017,26.0
Cirez D,2013,0.0
Citipointe Live,2017,33.0
Citna,2018,45.0
Citna,2019,29.5
City Girl,2018,61.0
City Girls,2018,78.0
City Girls,2019,62.0
City Morgue,2019,61.0
City Wolf,2019,40.0
Cityzen,2019,35.5
Clairmont,2016,0.0
Clairo,2019,70.66666666666667
Clap Cotton,2018,51.0
Claptone,2013,65.0
Claptone,2015,58.5
Claptone,2017,48.0
Claptone,2018,42.857142857142854
Clara Lima,2019,39.0
Clarence Carter,1968,50.5
Clarence Reid,2007,16.0
Clarens,2016,11.0
Clarv,2018,1.0
Class Actress,2010,10.0
Classified,2014,47.0
Clau,2019,49.0
Claude Deuce,2009,3.0
Claude Fontaine,2019,16.0
Clavee,2019,11.0
Clawfinger,2019,42.0
Clean Bandit,2014,66.0
Clean Bandit,2016,77.0
Clean Bandit,2017,53.42857142857143
Clean Bandit,2018,67.66666666666667
Clean Bandit,2019,65.0
Clear Mortifee,2017,11.0
Cleo Sol,2019,46.0
Clever,2019,54.0
Clika 1,2008,40.0
Clipse,2002,43.0
Closed Doors,2019,39.0
Cloud Nothings,2014,44.0
Cloudchord,2019,40.0
Clouds,2013,37.0
CloutBag,2019,35.0
Club 97,2017,0.0
Club Nouveau,1998,45.0
Club Nouveau,2003,1.5
Club Nouveau,2010,30.0
Club Nouveau,2011,14.0
Clubfeet,2013,0.0
Clutch,2005,37.0
Clutch,2019,36.0
Clément Bcx,2015,25.0
Clément Leroux,2019,52.0
CoEd,2018,15.0
Coast,2018,27.0
Coast Modern,2017,60.0
Coastal,2019,57.0
Coastlines,2019,28.0
Coasts,2015,42.0
Cobi,2016,53.0
Cobra Starship,2011,66.0
Coburn,2007,0.0
Code 64,2006,0.0
Code Orange,2020,52.0
Codeko,2018,43.0
Cody Francis,2020,42.0
Cody Lovaas,2019,57.0
Cody Simpson,2013,16.0
Cody Simpson,2019,61.0
Coeo,2016,0.0
Coez,2019,66.66666666666667
Coko,2010,9.5
Coko Yamasaki,2019,37.0
Colbie Caillat,2007,71.0
Cold Chisel,2013,0.0
Cold Kingdom,2019,43.0
Cold War Kids,2014,67.0
Cold War Kids,2017,61.0
Cold War Kids,2019,52.0
Coldplay,2000,77.66666666666667
Coldplay,2002,76.0
Coldplay,2005,71.5
Coldplay,2008,71.5
Coldplay,2011,77.0
Coldplay,2012,50.0
Coldplay,2014,58.05555555555556
Coldplay,2015,65.66666666666667
Coldplay,2016,71.0
Coldplay,2019,72.66666666666667
Cole Plante,2014,28.0
Cole.45,2019,35.0
Coleman Hell,2016,44.0
Coleman Hell,2018,43.0
Colin Cooper,2019,29.5
Colin Crooks,2019,37.0
Collective Soul,1994,14.0
Collie Buddz,2019,56.0
Colony 5,2009,0.0
Color Me Badd,1991,32.8
Color Me Badd,2005,41.5
Color Me Badd,2016,9.0
Colorblind,2019,39.0
Colt Ford,2012,53.666666666666664
Colt Ford,2019,13.0
Com Truise,2011,37.0
Combo Chimbita,2019,39.0
Comedy of Errors,2017,11.0
Comet Blue,2016,45.0
Comethazine,2018,75.0
Comethazine,2019,58.8
Commodores,1977,64.0
Commodores,1985,61.0
Common,1994,54.5
Common,1997,60.0
Common,2002,46.0
Common,2007,15.0
Common Vision,2019,33.0
Company B,2009,30.0
Compton's Most Wanted,1990,49.0
Compton's Most Wanted,1991,33.0
Compton's Most Wanted,1992,53.0
Con Brio,2018,5.0
Conan Gray,2018,0.0
Conan Gray,2019,85.0
Conan Gray,2020,72.0
Conejo,2004,8.0
Conejo,2009,7.0
Conejo,2012,5.0
Conejo,2016,33.0
Confetti,2018,47.5
Confetti,2019,53.75
Confidentes,2016,0.0
Congorock,2014,0.0
Connell Cruise,2015,36.0
Connie,2002,15.0
Connor Bvrns,2020,48.0
Conor Maynard,2019,68.0
Contiez,2012,13.0
Contiez,2013,47.0
Contiez,2019,29.0
Control Machete,1997,51.25
Control Machete,1999,33.285714285714285
Control Machete,2017,0.0
Convex,2017,0.0
Convex,2019,45.0
Conways feat. The Nick Straker Band,2006,0.0
Conya Doss,2012,37.0
Conya Doss,2014,21.0
Cookin Soul,2018,51.0
Cookin Soul,2019,59.0
Cookin' On 3 Burners,2009,4.0
Coolio,1994,0.0
Coolio,1995,59.666666666666664
Coone,2015,0.0
Coopex,2019,50.5
Coopex,2020,33.0
Coops,2014,48.0
Coops,2018,43.0
Copycattz,2019,40.0
Coqeéin Montana,2019,44.0
Corbin Bleu,2007,50.0
Corey Hart,1984,54.0
Corina,2005,35.0
Corina Smith,2020,62.0
Corinne Bailey Rae,2006,62.0
Corinne Bailey Rae,2010,39.0
Cormega,2004,38.0
Cornelius Brothers & Sister Rose,1996,54.0
Cornpop,2017,50.0
Coro,2003,38.0
Corona,1994,51.5
Corona,2009,56.0
CortesiaDaCasa,2019,47.0
Corx,2020,30.333333333333332
Cory Chisel and the Wandering Sons,2009,10.0
Cory Marks,2019,54.5
Cory Wong,2018,41.0
Cosculluela,2009,0.5
Cosculluela,2010,65.0
Cosculluela,2015,20.666666666666668
Cosculluela,2016,55.0
Cosculluela,2018,71.0
Cosmic Cycler,2016,37.0
Cosmic Gate,2014,13.0
Cosmic Gate,2019,29.0
Cosmo Pyke,2016,58.0
Cosmo Pyke,2017,57.5
Cosmo Sheldrake,2018,69.0
Cosmo's Midnight,2018,48.0
Cosmo's Midnight,2019,58.0
Costa Gold,2019,62.25
Costa Leon,2019,41.0
Coti,2004,3.0
Cotone,2019,36.0
Counting Crows,1993,12.0
Counting Crows,1998,10.0
Courteeners,2019,15.0
Courtney Barnett,2014,59.0
Courtney Barnett,2018,45.0
Covenant,2013,0.0
Covenants,2020,32.0
Coyu,2018,31.0
Cozmoe,2019,41.0
Cozy Collective,2018,49.5
Cozy Collective,2019,50.0
Crack Family,2010,0.0
Crack Family,2015,0.0
Cracker,1993,53.0
Craig David,2001,62.5
Craig David,2018,51.0
Craig David,2019,27.5
Craig Mack,1994,55.0
Craig Mack,2004,59.0
Cranberry Dolphin,2019,26.0
Crashdïet,2019,34.0
Crazy Lixx,2019,35.0
Crazy P,2015,6.0
Cream,1967,22.0
Cream,1968,18.0
Cream,1995,14.0
Cream,2005,33.0
Cream,2007,26.0
Cree Summer,1999,16.0
Creed,1999,63.5
Creed,2001,68.0
Creed,2015,40.0
Creedence Clearwater Revival,1969,35.333333333333336
Creedence Clearwater Revival,1970,48.0
Creedence Clearwater Revival,1972,55.0
Creedence Clearwater Revival,1973,10.0
Creedence Clearwater Revival,1976,22.0
Creedence Clearwater Revival,2000,0.0
Creedence Clearwater Revival,2005,8.4
Creedence Clearwater Revival,2007,0.0
Creedence Clearwater Revival,2008,0.0
Creedence Clearwater Revival,2009,1.0
Creendo,2019,33.0
Crew Cardinal,2013,39.0
Cricced,2018,35.333333333333336
Crime Mob,2004,40.0
Crime Mob,2007,52.0
Crime Zcene,2019,27.0
Crisp Nibblets,2018,54.0
Cristian Castro,2002,65.0
Cristian Castro,2013,50.0
Cristian Castro,2016,58.0
Cristian Castro,2017,50.0
Critic City,2019,32.75
Croatia Squad,2016,41.0
Crobot,2019,49.0
Crod,2019,45.0
Croma,2016,21.0
Croma,2018,21.0
Crooklyn Dodgers,1994,53.0
"Crosby, Stills & Nash",1969,50.5
"Crosby, Stills, Nash & Young",1970,58.0
Cross My Heart Hope To Die,2013,0.0
Crossfade,2004,55.75
Crossnaders,2019,37.0
Crowd,2019,28.0
Crowded House,1986,39.333333333333336
Crown The Empire,2019,51.0
Crucial Conflict,1996,42.0
Crudo Means Raw,2016,42.0
Cruels,2015,36.0
Crumb,2019,61.0
Crush Club,2016,12.0
Cruz,2017,37.0
Cruz,2019,61.0
CryJaxx,2019,19.5
Cryptic Vision,2012,2.0
Crystal Bats,2013,0.0
Crystal Rock,2019,40.0
Crystal Tides,2019,18.0
Cub Sport,2019,42.0
Cuba Trinidad,1991,15.0
Cuco,2016,1.0
Cuco,2017,60.8
Cuebrick,2017,36.0
Cuebrick,2018,11.666666666666666
Cuebrick,2019,39.666666666666664
Cueshé,2005,57.0
Cult To Follow,2011,63.0
Cultivo,2019,20.0
Cults,2013,60.0
Culture Beat,1993,51.0
Culture Beat,2008,0.0
Culture Beat,2009,7.0
Culture Club,1982,63.0
Culture Club,1983,68.0
Culture Code,2015,30.0
Culture Code,2016,58.0
Culture Kultur,2006,33.0
Cupid,2007,60.0
Cupid,2016,28.0
Curbi,2018,32.0
Curbi,2019,48.57142857142857
Curren$y,2019,47.0
Current Joys,2016,64.0
Curtis Harding,2014,0.0
Curtis Harding,2015,40.0
Curtis Lowe,2019,41.0
Curtis Mayfield,1972,54.5
Curved Air,1976,34.0
Cut Copy,2008,32.0
Cutting Crew,1986,71.0
Cutting Crew,1993,68.0
Cuva,2018,2.0
Cuva,2019,30.0
Cyberbully Mom Club,2015,39.0
Cyndi Lauper,1983,76.0
Cyndi Lauper,1986,68.0
Cyndi Lauper,2014,72.0
Cynthia,2011,37.5
Cynthia Jones,2008,2.0
Cynthia Jones,2011,5.25
Cynthia Luz,2018,67.0
Cypress Hill,1991,46.6
Cypress Hill,1993,55.4
Cypress Hill,1995,28.5
Cypress Hill,1998,34.0
Cypress Hill,1999,39.76470588235294
Cypress Hill,2000,60.0
Cypress Hill,2001,29.0
Cypress Hill,2013,0.0
Cypress Hill,2014,43.6
Cypress Hill,2018,33.0
Cypress Hill featuring Tego Calderon,2004,26.0
Cyrus Chestnut,1998,35.0
Cytrax,2019,18.0
CØDE,2018,43.0
CØDE,2019,28.0
Céline Dion,2019,39.0
César Avila,2019,28.0
D'Angello & Francis,2019,38.0
D'Angelo,1995,12.818181818181818
D'Angelo,2000,31.666666666666668
D'Angelo,2008,7.25
D'Angelo,2014,51.5
D'Koncep,2016,22.0
D'Nell,2011,0.0
D'african,2017,16.0
D'zyre,2000,18.0
D-A-D,2019,32.0
D-Block Europe,2018,47.0
D-Block Europe,2019,60.0
D-Hack,2018,0.0
D-Note The Beatllionare,2019,63.0
D-Rashid,2012,4.0
D-Rashid,2016,9.0
D-Rashid,2017,1.5
D-Rashid,2018,29.0
D-wayne,2016,20.0
D-wayne,2019,17.0
D. Muñoz,2020,28.0
D.J. Rogers,2001,26.0
D.L.G.,2019,30.0
D.O.D,2019,8.0
D.O.N.S. feat. Terri B.,2009,0.0
D.OZI,2019,53.0
D.Polo,2015,1.0
D12,2001,2.75
D12,2004,0.6666666666666666
D12,2011,38.0
D3FAI,2019,24.0
D4L,2005,54.5
DA Image,2019,36.666666666666664
DAAZ,2019,47.0
DAF,1981,2.0
DAF,2009,0.0
DAO,2019,59.333333333333336
DAO,2020,35.0
DAOKO,2020,40.0
DARKMINDS,2019,14.0
DARKSIDE,2011,49.0
DARKSIDE,2013,54.0
DAVI,2017,20.0
DAY,2019,63.0
DAY26,2008,54.0
DDG,2019,57.0
DEAMN,2016,0.3333333333333333
DEAMN,2017,12.75
DEAMN,2018,25.0
DEAN,2015,0.0
DEAN FUJIOKA,2019,36.5
DED,2017,54.0
DED STARK,2019,37.0
DG Yola,2006,37.0
DI-RECT,2019,41.0
DIA,2019,28.0
DIAMANTE,2020,36.0
DIIV,2019,49.0
DINKS,2019,32.0
DISTO,2019,50.0
DIVINE,2015,51.0
DIVINE,2016,48.0
DIVINE,2017,54.0
DIVINE,2018,52.5
DIVINE,2019,57.4
DJ Antoine,2007,0.0
DJ Antoine,2008,3.0
DJ Antoine,2009,27.0
DJ Antoine,2016,42.0
DJ Bam Bam,2013,0.0
DJ Bobo,2014,41.5
DJ Bode,2019,6.0
DJ Boring,2017,0.0
DJ C Club,2014,0.0
DJ Cash,2019,34.0
DJ Casper,2004,38.0
DJ Counselling,2019,21.0
DJ DMD,1998,8.2
DJ DMD,2004,28.0
DJ DYLVN,2018,60.0
DJ DYLVN,2019,54.0
DJ DYLVN,2020,35.0
DJ Den,2019,26.0
DJ Dow Jones,2014,0.0
DJ Drama,2009,19.0
DJ Drama,2012,54.0
DJ Drama,2019,62.0
DJ Eddie F,2019,37.0
DJ Eggs,2019,18.0
DJ Ehkir,2012,0.0
DJ F.R.A.N.K,2019,52.0
DJ Goozo,2019,65.0
DJ Holiday,2018,46.0
DJ Isaac,2015,0.0
DJ Jazzy Jeff,2003,0.0
DJ Jazzy Jeff,2007,0.0
DJ Jazzy Jeff,2008,0.0
DJ Jazzy Jeff & The Fresh Prince,1988,40.0
DJ Jazzy Jeff & The Fresh Prince,2003,44.0
DJ Jazzy Jeff & The Fresh Prince,2006,45.0
DJ Jean,1999,53.0
DJ Jean,2007,0.0
DJ KABOO,2018,34.5
DJ Khaled,2007,54.0
DJ Khaled,2010,62.0
DJ Khaled,2011,37.5
DJ Khaled,2016,53.0
DJ Khaled,2017,44.0
DJ Khaled,2018,77.0
