Artist,Year,Popularity
Reynier Perez,2018,55.0
Rezin,2020,6.0
Rezz,2017,42.0
Rezz,2018,49.0
Rezz,2019,56.0
Rhonda Clark,2014,2.0
Rhonda Vincent,2000,1.0
Rhye,2013,32.25
Rhye,2018,40.0
Rhys,2016,45.0
Rhys Lewis,2017,62.0
Rhys Lewis,2018,71.0
Rhys Lewis,2019,67.0
Ria Mae,2018,38.0
Ria Mae,2019,66.0
Ricardo Arjona,1989,68.0
Ricardo Arjona,2011,74.0
Ricardo Arjona,2012,60.0
Ricardo Arjona,2013,54.0
Ricardo Bendek,2019,37.0
Ricardo Montaner,2019,57.0
Rich Boy,2007,51.5
Rich Brian,2016,69.0
Rich Brian,2017,7.0
Rich Brian,2018,57.0
Rich Delinquent,2019,41.0
Rich DietZ,2019,22.0
Rich Edwards,2018,29.0
Rich Edwards,2019,33.0
Rich Gang,2013,41.0
Rich Gang,2014,69.0
Rich Gang,2016,0.0
Rich Homie Quan,2013,46.0
Rich Homie Quan,2014,34.333333333333336
Rich Homie Quan,2015,59.5
Rich Homie Quan,2018,31.0
Rich James,2019,34.0
Rich Music LTD,2019,75.36363636363636
Rich The Kid,2018,39.5
Rich The Kid,2019,56.75
Rich The Kid,2020,64.0
Rich Vagos,2019,63.0
Richard Beynon,2012,0.0
Richard Durand,2019,47.0
Richard Marx,1989,75.0
Richard Vission,2013,0.0
Richie Benson,2017,9.0
Rick Astley,1987,66.0
Rick James,1981,64.0
Rick Mitchells,2016,16.0
Rick Ross,2006,38.166666666666664
Rick Ross,2008,27.0
Rick Ross,2010,30.5
Rick Ross,2011,0.0
Rick Ross,2012,10.066666666666666
Rick Ross,2013,42.0
Rick Ross,2014,7.285714285714286
Rick Ross,2015,0.0
Rick Ross,2017,48.75
Rick Ross,2019,64.0
Rick Springfield,1981,70.0
Rick Springfield,1999,63.0
Rick Wade,2013,46.0
Rick Wakeman,1973,2.0
Ricky Bernard,2019,31.0
Ricky Martin,1998,68.0
Ricky Martin,2006,56.5
Ricky Martin,2011,32.0
Ricky Martin,2015,69.0
Ricky Martin,2016,73.0
Ricky Martin,2019,72.0
Ricky Skaggs,2007,36.0
Rickyxsan,2018,48.0
Ries Brothers,2017,29.0
Riff,1991,8.333333333333334
Riff,1993,10.0
Riff,2014,21.0
Riff Kitten,2019,35.0
Riff Raff,2014,43.0
Riff Raff,2020,48.0
Riggi & Piros,2019,12.0
Righeira,2007,0.0
Right Said Fred,2018,31.0
Righteous Vendetta,2019,47.0
Rigo V,2019,44.0
Rihanna,2005,34.0
Rihanna,2008,51.833333333333336
Rihanna,2009,50.4
Rihanna,2010,59.7
Rihanna,2011,49.333333333333336
Rihanna,2012,56.2
Rihanna,2015,28.833333333333332
Rihanna,2016,33.111111111111114
Riko Viana,2019,20.5
Riké,2007,15.0
RileyXcouz,2019,37.0
Rileyy Lanez,2019,53.0
Rim'K,2016,0.0
Rim'K,2017,55.0
Rim'K,2018,61.0
Rina Sawayama,2020,26.0
Ringo Starr,1973,56.5
Ringo Starr,1974,44.0
Ringo Starr,2007,37.5
Ringo Starr,2019,36.0
Rio Diege,2009,0.0
Rippa da Kid,2017,3.0
Rique,2018,1.0
Rique,2019,35.0
Rise Against,2004,3.0
Rise Against,2006,34.0
Rise Against,2008,70.0
Rise Against,2017,21.0
Rita Ora,2014,32.0
Rita Ora,2015,61.0
Rita Ora,2017,36.0
Rita Ora,2018,72.0
Rita Ora,2019,64.0
Ritchie Blackmore's Rainbow,2019,36.0
Riton,2016,53.0
Riton,2018,58.0
Riton,2019,82.0
Rival Sons,2011,39.0
Rival Sons,2014,49.5
Rival Sons,2015,27.0
Rival Sons,2019,54.0
River Tiber,2016,50.0
River Tiber,2017,0.0
Rivermaya,2001,32.0
Rivermaya,2005,0.5
Rixton,2014,76.0
Rixton,2015,4.0
Rkomi,2019,63.0
RoSaWay,2019,23.0
Road Kahan,2019,40.333333333333336
Roan Shenoyy,2019,42.0
Rob,2012,31.0
Rob $tone,2016,77.0
Rob & Jack,2019,43.5
Rob Base & DJ EZ Rock,1988,54.0
Rob Base & DJ EZ Rock,1990,56.0
Rob C,2017,30.0
Rob Curly,2016,35.0
Rob Level,2019,43.0
Rob Stepwart,2018,14.05
Rob Thomas,2005,56.0
Rob Tirea,2018,21.0
Rob Zombie,2001,0.0
Rob Zombie,2018,48.0
RobGz,2019,68.0
Robag Wruhme,2019,20.0
Robbers,2019,29.0
Robbie Dupree,1980,52.0
Robbie Nevil,1998,39.0
Robbie Rivera,2018,13.0
Robbie Robertson,2019,5.0
Robbie Williams,1997,70.0
Robbie Williams,1998,67.0
Robbie Williams,2000,68.0
Robbie Williams,2002,72.0
Robert Edwards,2019,35.0
Robert Falcon,2018,33.0
Robert Falcon,2020,48.0
Robert Glasper,2012,52.0
Robert Glasper Experiment,2012,44.25
Robert Miles,1996,67.0
Robert Owens,2011,30.0
Robert Palmer,1980,6.0
Robert Palmer,1985,67.0
Robert Palmer,1988,50.0
Robert Palmer,2002,0.0
Robert Plant,2007,57.0
Robert Plant,2017,45.0
Robert Turner,2019,25.0
Roberta Flack,2005,43.0
Roberto Antonio,2019,33.0
Roberto Bates,2018,22.0
Roberto Capuano,2019,0.0
Roberto Marín Muñoz,2019,34.8
Roberto Marín Muñoz,2020,24.0
Roberto Rosso,2017,4.0
Roberto Rosso,2018,9.0
Robin Gibb,1984,49.0
Robin Knaak,2019,52.0
Robin Lukovic,2015,0.0
Robin Novaku,2018,38.0
Robin Novaku,2019,33.5
Robin Schulz,2014,51.0
Robin Schulz,2015,60.0
Robin Schulz,2016,60.0
Robin Schulz,2017,49.8
Robin Schulz,2018,52.0
Robin Schulz,2019,63.5
Robin Schulz,2020,74.0
Robin Thicke,2006,3.0
Robin Thicke,2008,19.0
Robin Thicke,2009,0.0
Robin Thicke,2010,36.0
Robin Thicke,2013,49.0
Robin Thicke,2015,52.0
Robinson,2019,52.0
Robot Orchestra,2019,52.0
Robotaki,2017,22.0
Robotaki,2019,24.0
Robyn,2010,61.0
Robyn,2019,29.0
Roc DaGuard,2006,22.0
Roc DaGuard,2014,26.0
Roc DaGuard,2017,22.0
Roc DaGuard,2018,28.0
Roc DaGuard,2019,33.0
Rocco,2019,34.0
Rocco Hunt,2019,78.0
Rockell,1998,30.0
Rocket Scientists,2014,10.0
Rockie Brown,2019,29.0
Rockie Fresh,2019,47.0
Rocko,2008,34.0
Rocko,2013,56.0
Rocko y Blasty,2015,0.0
Rocksteddy,2005,50.0
Roco,2019,41.333333333333336
Rocwell S,2019,48.0
Rod Stewart,1971,5.0
Rod Stewart,1975,66.0
Rod Stewart,1976,46.5
Rod Stewart,1977,50.666666666666664
Rod Stewart,2008,24.0
Rod Stewart,2009,0.0
Rod Stewart,2019,30.0
Rod Wave,2019,60.0
Roddy Ricch,2018,78.0
Roddy Ricch,2019,88.77777777777777
Roderic H,2019,36.0
Roderic H,2020,33.0
Rodney Atkins,2019,54.0
Rodrigo Cartier,2019,35.0
Rodrigo Gouveia,2018,17.0
Rodrigo Ruchell,2019,35.0
Rodrigo y Gabriela,2006,2.0
Roger Hanson,2019,30.0
Roger Martin,2016,46.0
Roger Martin,2018,43.0
Roger Melo,2017,37.0
Roger Thornhill,2015,32.0
Roger Waters,2015,37.0
Roger Waters,2017,40.0
Roger Wilco,2017,42.0
Rogers & Dean,2017,35.0
Roldan Law,2019,24.0
Roman Müller,2019,42.0
Romance and Rebellion,2019,29.0
Romano,2019,41.0
Rombai,2018,67.0
Rombai,2019,62.5
Romeo El Santo,2019,53.5
Romeo Santos,2012,68.0
Romeo Santos,2014,69.0
Romeo Santos,2017,72.5
Romeo Santos,2019,65.25
Rompasso,2017,1.0
Ron Blanco,2017,24.0
Ron C,1992,6.0
Ron Suno,2019,64.0
Rondonumbanine,2013,44.0
Ronnie Bell,2013,37.0
Ronnie Dunn,2016,35.0
Ronnie Flex,2019,1.0
Ronnie Milsap,1982,44.5
Ronnie Milsap,1996,44.0
Rony Rex,2019,46.0
Rook1e,2019,55.0
Room 5,2003,52.0
Room Eleven,2006,0.5
Roosevelt,2013,54.0
Roosevelt,2016,0.0
Roosevelt,2018,21.0
Roosevelt,2019,47.0
Roostz,2019,27.0
Rops1,2019,52.0
Rose Royce,1976,50.0
Ross Lynch,2013,58.0
Rotersand,2009,0.0
Rothchild,2019,26.0
Rotimi,2015,0.0
Rotimi,2019,62.0
RoulnDoors,2014,0.0
RoulnDoors,2015,0.0
Round Table Knights,2011,58.0
Route 94,2014,14.0
Route 94,2017,16.0
Rowan Blanchard,2014,56.0
Roxette,1988,73.5
Roxette,1995,68.0
Roxy Music,2004,59.0
Roxy Tones,2019,50.0
Roy English,2017,24.0
Roy Jones Jr.,2004,64.0
Royal & the Serpent,2020,48.0
Royal Bliss,2018,34.0
Royal Bliss,2019,43.0
Royal Deluxe,2015,54.0
Royal Deluxe,2016,52.0
Royal Republic,2019,12.0
RoyalT,2014,10.0
"Royce Da 5'9""",2016,27.0
Royse,2018,38.0
Royse,2019,39.5
Ruanzinho,2020,30.0
Rubayne,2019,38.0
Ruben,2019,63.0
Ruben Studdard,2004,29.0
Ruby Velle & The Soulphonics,2012,0.0
Rubén Blades,2012,9.0
Rubén Blades,2019,27.0
Ruck P,2018,42.0
Ruck P,2019,56.0
Rude-α,2018,38.0
RudeLies,2018,19.0
RudeLies,2019,35.666666666666664
Rudeejay,2015,17.0
Rudeejay,2019,27.0
Rudey Barnes,2019,37.0
Rudimental,2015,45.5
Rudimental,2017,45.0
Rudimental,2018,79.0
Rudimental,2019,52.0
Rudy Mancuso,2017,45.0
Rudy Torres,2017,16.0
Ruel,2018,65.5
Ruel,2019,74.0
Ruff Endz,2000,14.0
Ruff Endz,2002,48.0
Ruff Ryders,2000,0.0
Rufus & Chaka Khan,1974,0.0
Ruhde,2019,32.0
Run River North,2019,29.0
Run The Jewels,2014,41.666666666666664
Rune RK,2014,31.5
Run–D.M.C.,1984,43.0
Run–D.M.C.,1985,46.0
Run–D.M.C.,1986,68.0
Run–D.M.C.,2002,61.0
Rupert Holmes,1979,71.0
Rush,1974,1.0
Rush,1975,1.0
Rush,1977,62.0
Rush,1980,43.0
Rush,1981,36.75
Rush,2003,1.3333333333333333
Rushin',2019,36.0
Russ,2016,64.0
Russ,2017,70.0
Russ,2018,67.0
Russ,2019,75.5
Rust,2015,23.0
Ruth B.,2015,76.0
Ruzzi,2017,0.0
Rvssian,2018,73.0
Rvssian,2019,82.0
Ryan Cabrera,2014,30.0
Ryan Nealon,2019,31.5
Ryan Riback,2019,48.0
Ryan Shepherd,2019,29.0
Ryan Stapleton,2015,34.0
Ryan Stevenson,2018,39.0
Ryan Wright,2019,29.0
Ryllz,2019,42.0
Ryn Weaver,2018,53.0
Ryos,2018,0.0
Ryos,2019,39.666666666666664
Ryos,2020,44.0
Ryuichi Sakamoto,2017,18.0
Ryuji Imaichi,2020,31.0
RÆVE,2015,48.0
RÜFÜS DU SOL,2018,57.5
RÜFÜS DU SOL,2019,45.0
Río Roma,2014,0.0
Río Roma,2016,9.0
Río Roma,2019,64.5
Róisín Murphy,2007,52.0
Róisín Murphy,2016,16.0
Röyksopp,2009,16.0
Röyksopp,2014,36.0
Röyksopp,2019,45.0
S-Ilo,2018,23.0
S.A.S,2014,1.0
S.A.S.,2013,2.0
SAAKB,2019,27.0
SAINt JHN,2018,50.5
SAINt JHN,2019,80.0
SALES,2014,52.0
SAM,2006,0.0
SAND&SEA,2020,38.0
SANTI,2019,42.0
SARM,2020,27.0
SASCHA,2019,32.5
SASH,2020,45.0
SAYGRACE,2015,25.0
SAYGRACE,2019,52.0
SAYGRACE,2020,42.5
SAYMYNAME,2019,39.0
SBTRKT,2011,54.5
SCNDL,2013,20.0
SCNDL,2014,0.0
SCNDL,2019,28.0
SEREBRO,2013,0.0
SEU Worship,2019,46.0
SEUNGRI,2018,44.0
SEVENTEEN,2017,54.0
SEVENTEEN,2019,66.0
SG Lewis,2019,34.5
SGD Vedoe,2019,39.0
SGE Kash,2019,40.0
SHAED,2018,77.0
SHAED,2019,66.66666666666667
SHAUN,2018,62.666666666666664
SHINee,2018,37.0
SHKHR,2019,9.0
SHY Martin,2018,66.0
SHY Martin,2020,66.0
SINY,2018,53.0
SIRUP,2019,53.0
SIXN,2019,46.0
SIZE-S,2019,11.0
SJUR,2016,57.0
SJUR,2017,40.0
SJUR,2019,45.0
SKAAR,2018,47.0
SKIY,2019,20.0
SLANDER,2017,1.0
SLANDER,2018,57.0
SLANDER,2019,62.0
SLATIN,2018,63.0
SLATIN,2019,38.0
SLORAX,2018,44.0
SLVR,2018,27.0
SLVR,2019,34.0
SMACK,2019,49.0
SMH,2019,9.0
SMO,2018,22.25
SMOKN,2016,26.0
SNADS,2019,35.0
SNAP!,1990,59.0
SNAP!,1991,12.0
SNAP!,1992,62.0
SNBRN,2015,49.0
SNBRN,2016,25.0
SOLANO,2017,25.0
SONIA,2019,61.0
SOROUSH YARAHMADI,2019,9.0
SOSANDLOW,2020,15.0
SOVTH,2019,25.0
SPEECHLESS,2019,57.0
SQWAD,2019,40.0
SRTW,2018,0.0
SRTW,2019,54.0
SSIO,2013,1.0
STARSET,2014,70.0
STARSET,2017,54.0
STARSET,2019,24.0
STLN,2020,33.0
STOP,1989,41.0
STRFKR,2008,36.0
STRFKR,2013,53.0
STVCKS,2018,4.0
STVCKS,2019,47.0
SUN SILVA,2018,40.0
SUNMI,2018,31.0
SUNMI,2019,70.0
SWACQ,2019,47.0
SWIDT,2019,43.0
SWU,2019,40.0
SWV,1992,45.75
SWV,1996,47.0
SWV,2001,32.5
SWV,2003,17.0
SWV,2005,0.0
SWV,2012,20.0
SWV,2014,28.0
SWV Featuring Wu-Tang Clan,1994,37.0
SXTEEN,2019,51.0
SZA,2014,57.0
SZA,2017,72.07692307692308
SZY,2019,23.0
Sa4,2015,44.0
Sa4,2016,44.0
Sa4,2017,49.0
Saavan,2019,33.0
Saba,2016,70.0
Sabb,2018,35.0
SaberZ,2019,31.5
Sabina Beyli,2019,33.0
Sabino,2017,27.0
Sabino,2019,55.0
Sabrina Carpenter,2014,33.0
Sabrina Carpenter,2015,57.0
Sabrina Carpenter,2016,55.0
Sabrina Carpenter,2018,75.0
Sabrina Claudio,2017,65.0
Sabrina Claudio,2018,60.0
Sace,2019,42.0
Sachin-Jigar,2019,66.0
Saco,2019,51.0
Saco,2020,49.0
Sacred Animals,2019,39.0
Sad Eye,2017,46.0
Sade,1984,61.0
Sade,1985,36.0
Sade,1988,56.0
Sade,1994,66.0
Sade,2011,13.333333333333334
SafetySuit,2015,42.0
Safire,2003,30.0
Safire,2006,35.0
Sagan,2018,36.0
Sage Charmaine,2019,21.0
Sage The Gemini,2016,61.0
Sahar Z,2018,14.0
Sahony,2019,38.0
Saib,2017,62.0
Saib,2019,59.0
Said P.,2019,43.0
Said the Sky,2017,36.0
Said the Sky,2018,48.0
Saiko,2018,53.0
Sail By Summer,2019,34.0
Sailors,2015,28.0
Saint Asonia,2019,58.0
Saint Mars,2019,42.0
Saint Motel,2014,59.0
Saint Motel,2016,61.5
Saint Punk,2019,37.0
Saito,2018,54.0
Sak Noel,2011,0.0
Sak Noel,2016,30.0
Sak Noel,2019,49.0
Sakurako Ohara,2020,32.0
Sal & Smit,2019,31.0
Salah,2018,31.0
Salif Keita,2003,0.0
Salimo,2019,38.0
Saliva,2001,2.0
Saliva,2010,7.0
Saliva,2014,0.0
Salmo,2016,26.0
Salo,2019,39.0
Salomón Beda,2017,17.0
Salomón Beda,2019,40.0
Salt-N-Pepa,2008,1.5
Salt-N-Pepa,2015,2.0
Saltatio Mortis,2009,26.0
Saltatio Mortis,2011,37.0
Salty Dog,2017,30.0
Salvatore Ganacci,2019,48.0
Sam & Dave,1995,1.0
Sam 'O Neall,2015,6.0
Sam Amidon,2013,36.0
Sam Blans,2016,26.666666666666668
Sam Blans,2018,19.0
Sam Bush,2006,31.0
Sam Collins,2015,46.0
Sam Cooke,1960,13.0
Sam Cooke,2003,0.0
Sam Feldt,2014,0.0
Sam Feldt,2015,62.333333333333336
Sam Feldt,2016,10.333333333333334
Sam Feldt,2017,11.0
Sam Feldt,2018,46.0
Sam Feldt,2019,73.0
Sam Feldt,2020,70.0
Sam Fischer,2019,76.0
Sam Hunt,2014,71.0
Sam Hunt,2017,22.0
Sam Padrul,2017,35.0
Sam Padrul,2018,26.0
Sam Shure,2018,38.0
Sam Sky,2020,14.0
Sam Smith,2014,14.333333333333334
Sam Smith,2015,66.0
Sam Smith,2017,64.0
Sam Smith,2018,70.5
Sam Smith,2019,85.0
Sam Spiegel,2016,0.0
Sam Tinnesz,2016,59.0
Sam Tsui,2019,29.0
Samantha,1996,0.0
Samantha Gervasio,2010,0.0
Samantha Machado,2019,47.0
Sami,2017,42.0
Samm Henshaw,2019,47.0
Sammy & Falsetto,2012,58.0
Sammy Adams,2013,50.0
Sammy Adams,2014,51.0
Sammy Boyle,2019,31.0
Sammy C,1996,0.0
Sammy C,2007,15.0
Sammy Hagar,1981,58.0
Sammy Hagar,2004,3.0
Sammy Hagar,2019,33.0
Sammy Johns,1973,45.0
Sammy Milo,2019,28.0
Sampa the Great,2019,42.0
Sampha,2016,1.0
Sampha,2017,54.8
Samra,2019,77.5
SamuW,2019,50.0
Samuelle,1990,23.0
Samurai Jay,2019,72.0
San Cisco,2016,34.0
San Holo,2015,63.0
San Holo,2016,5.0
San Holo,2017,56.42857142857143
San Holo,2018,1.0
San Holo,2019,52.0
San Joe,2019,47.0
Sancii,2019,14.0
Sander Kleinenberg,2007,0.0
Sander Kleinenberg,2009,6.0
Sander Van Doorn & Firebeatz,2014,0.0
Sander W.,2019,39.0
Sander van Doorn,2014,17.444444444444443
Sander van Doorn,2015,16.0
Sander van Doorn,2019,35.5
Sandeville,2019,54.0
Sandoval,2019,52.0
Sandra Lynn,2019,42.0
Sandra Stephens,2009,2.0
Sandro Silva,2011,0.0
Sandro Silva,2012,15.0
Sandro Silva,2013,16.333333333333332
Sandro Silva,2014,9.0
Sandro Silva,2018,59.0
Sandro Silva,2019,35.0
Sandronyc,2019,39.0
Sandwich,1999,38.0
Sandwich,2006,42.0
Sandy Congendo,2007,6.0
Sangarang,2019,38.0
Sango,2017,41.0
Sango,2019,36.0
Sanluis,2015,0.0
Sansixto,2018,20.0
Santa Cruz,2019,9.0
Santa Fe Klan,2019,61.0
Santa Fe Klan,2020,46.0
Santa Maradona F.C.,2014,8.0
Santa RM,2019,40.0
Santana,1969,62.5
Santana,1999,62.5
Santana,2007,61.0
Santana,2010,4.0
Santos Suarez,2013,2.0
Santoz,2019,62.0
Sara Bareilles,2007,75.0
Sara Hartman,2015,1.0
Sarah Jarosz,2017,59.0
Sarah McLachlan,1997,49.0
"Sarah, the Illstrumentalist",2018,49.0
"Sarah, the Illstrumentalist",2019,54.25
"Sarah, the Illstrumentalist",2020,21.0
Saramalacara,2019,49.5
Saravah Soul,2010,5.0
Sarcastic Sounds,2018,63.0
Sarcastic Sounds,2019,44.0
Sarius,2019,58.0
Sartiboy,2019,53.0
Sasch BBC,2018,2.0
Sash!,2016,25.0
Sasha Chest,2015,28.0
Sasha Keable,2019,41.0
Sasha Sloan,2018,73.0
Sasha Sloan,2019,69.33333333333333
Sasha Sokol,2019,42.0
Satchmode,2015,21.0
Satin Jackets,2019,49.0
"Saturn, Alexander",2017,4.0
Saul,2019,34.0
Sauti Sol,2019,47.0
Savage Garden,2005,52.0
Save the Arcadian,2014,4.0
Saving Abel,2008,44.0
Saving Abel,2013,19.0
Saving Vice,2019,44.0
Savoir Adore,2012,46.0
Saweetie,2019,56.0
Sawyer Fredericks,2016,43.0
Saxity,2019,39.0
Saxity,2020,47.0
Saybia,2002,58.0
ScHoolboy Q,2012,26.0
ScHoolboy Q,2014,46.0
ScHoolboy Q,2016,2.0
ScHoolboy Q,2018,3.0
ScHoolboy Q,2019,72.0
Scallops Hotel,2015,0.0
Scarface,1991,25.666666666666668
Scarface,1993,24.5
Scarface,1994,35.5
Scarface,1997,30.333333333333332
Scarface,1998,22.142857142857142
Scarface,2002,1.0
Scarface,2009,20.0
Scarface,2010,47.4
Scarub,2013,4.0
Scatman John,1995,32.0
Scavenger Hunt,2015,30.0
Scavenger Hunt,2017,39.0
Scenic,2013,0.0
Schandmaul,2009,11.0
Schokk,2015,0.0
Schustin,2015,0.0
Scoo8y Smack,2019,21.0
Scooped Up!,2019,30.0
Scooter,2013,47.0
Scooter,2014,38.0
Scooter,2019,55.5
Scorpion,2017,36.0
Scorpions,1972,41.0
Scorpions,1977,2.0
Scorpions,1978,2.0
Scorpions,1979,3.6666666666666665
Scorpions,1980,3.0
Scorpions,1982,18.0
Scorpions,1984,21.0
Scorpions,1985,3.0
Scorpions,1988,2.6666666666666665
Scorpions,1990,34.25
Scorpions,1993,2.0
Scorpions,1999,46.0
Scorpions,2001,49.0
Scorpions,2004,43.0
Scorpions,2007,36.666666666666664
Scorpions,2010,43.0
Scorpions,2011,63.6
Scorpions,2014,46.0
Scorpions,2017,56.0
Scorsi,2017,24.0
Scott Bradlee's Postmodern Jukebox,2015,54.0
Scott Krokoff,2019,31.0
Scott Paul,2020,23.0
Scott Stapp,2019,11.0
Scott Walker,1967,24.0
Scott Walker,1995,21.0
Scotty Sire,2018,57.0
Scriss,2019,24.0
Scritti Politti,1985,0.0
Scroodgee,2016,30.0
Scroodgee,2017,36.0
Seafret,2016,64.0
Seal,2008,41.0
Sean Bradford,2017,26.0
Sean C. Johnson,2009,15.75
Sean C. Johnson,2012,19.6
Sean Finn,2018,51.0
Sean Finn,2019,61.0
Sean Kingston,2007,77.0
Sean Kingston,2009,69.0
Sean Leon,2016,22.0
Sean Paul,2002,58.0
Sean Paul,2012,56.0
Sean Paul,2016,11.5
Sean Paul,2017,5.0
Sean Paul,2018,50.333333333333336
Sean Paul,2019,59.0
Sean Price,2012,21.125
Sean Price,2017,26.0
Sean Tizzle,2019,31.0
Sean&Bobo,2018,50.0
Sebastian Ingrosso,2012,44.75
Sebastian Ingrosso,2013,33.75
Sebastian Ingrosso & Tommy Trash,2013,0.0
Sebastian Mateo,2019,17.0
Sebastian Mikael,2019,51.0
Sebastian Park,2019,30.0
Sebastian Yatra,2016,37.0
Sebastian Yatra,2017,3.0
Sebastian Yatra,2018,69.6
Sebastian Yatra,2019,76.55555555555556
Sebastien,2015,29.0
Sebastien,2016,39.0
Sebastián Mato,2015,12.0
Sebastián Romero,2019,37.0
Sech,2018,1.0
Sech,2019,62.11764705882353
Secondcity,2014,0.0
Secondhand Habit,2019,9.0
Secret Weapons,2017,35.0
"Secreto ""El Famoso Biberon""",2019,58.0
Seduction,1989,30.0
Seeb,2016,19.8
Seeb,2017,5.0
Seeb,2018,73.0
Seeb,2019,59.333333333333336
Seedhe Maut,2018,43.0
Seether,2004,69.0
Seether,2005,23.333333333333332
Seether,2006,43.0
Seether,2007,24.333333333333332
Seether,2011,0.0
Seether,2013,57.0
Seether,2017,56.0
Seinabo Sey,2014,28.5
Seinabo Sey,2015,24.666666666666668
Seinabo Sey,2018,55.0
Seizo,2016,46.0
Selah Sue,2012,0.0
Selah Sue,2015,25.0
Selda,2008,0.0
Selena,2010,62.5
Selena Gomez,2008,59.0
Selena Gomez,2009,47.0
Selena Gomez,2011,50.0
Selena Gomez,2013,65.5
Selena Gomez,2014,68.0
Selena Gomez,2015,67.0
Selena Gomez,2016,0.0
Selena Gomez,2017,68.0
Selena Gomez,2018,41.666666666666664
Selena Gomez,2019,90.08333333333333
Selena Gomez,2020,83.66666666666667
Selena Gomez & The Scene,2009,63.0
Selena Gomez & The Scene,2010,56.5
Selena Gomez & The Scene,2011,74.66666666666667
Selena Gomez & The Scene,2014,9.0
Self Sabotage,2017,32.0
Self Sabotage,2019,37.0
Semisonic,1998,57.0
Semitoo,2019,39.0
Semser,2018,15.5
Semser,2019,19.0
Sentidos Opuestos,1997,30.0
Sentidos Opuestos,1998,60.0
Sep,2019,43.0
September,2008,0.0
Septeto Acarey,2017,63.0
Septeto Acarey,2019,40.5
Sequenza,2019,40.0
Seramic,2019,39.0
Sergeant Jay,2019,40.0
Serhat Durmus,2017,66.0
Serhat Durmus,2019,56.0
Sero El Mero,2018,46.0
Seryoga,2004,51.0
Seryoga,2006,16.0
Seryoga,2008,29.0
Seryoga,2010,8.0
Seryoga,2017,23.0
Sesco,2019,24.5
Session Victim,2012,49.0
Set It Off,2020,57.0
Set Mo,2019,37.0
Seth Hills,2018,29.0
Seth Hills,2019,38.166666666666664
Seth Sentry,2008,17.0
Sevdaliza,2017,53.0
Seven Kayne,2017,1.0
Seven Kayne,2018,29.0
Seven Kayne,2019,58.0
Seven Lights,2018,32.0
Seven Lions,2013,0.0
Seven Lions,2014,58.0
Seven Lions,2016,62.0
Seven Lions,2017,43.5
Seven Lions,2018,52.0
Seven Lions,2019,59.0
Sevendust,1999,34.0
Sevendust,2005,58.0
Sevendust,2018,41.0
Sevenn,2019,51.333333333333336
Sevin,2016,18.0
Sevyn Streeter,2013,66.0
Sevyn Streeter,2014,0.0
Sevyn Streeter,2019,57.0
Sex Pistols,1977,62.0
Sex Pistols,1992,0.0
Sex Room,2016,13.0
Sexto Sentido,2011,13.0
Sexton,2019,39.5
Seyon,2018,8.0
Sez on the Beat,2018,27.0
Sf Spanish Fly,1995,26.0
Sfera Ebbasta,2019,67.0
Sfven,2020,42.0
Sha Mula,2014,12.0
Shabba Ranks,2010,26.0
Shade,2019,65.0
Shadw,2019,15.0
Shafiq Husayn,2019,31.0
Shaggy,2000,17.0
Shaggy,2015,39.0
Shaggy,2017,47.0
Shahmen,2015,41.0
Shahmen,2019,47.0
Shai,1992,39.25
Shai,1995,35.0
Shai,2001,28.0
Shai,2011,14.5
Shai,2017,38.0
Shake,2013,29.5
Shakira,1995,63.0
Shakira,1998,67.33333333333333
Shakira,2000,53.0
Shakira,2001,71.0
Shakira,2005,80.0
Shakira,2008,36.0
Shakira,2010,71.0
Shakira,2016,8.5
Shakira,2017,71.5
Shakira,2018,74.0
Shakira,2020,79.0
Shakra,2020,38.0
Shallou,2018,41.0
Shallou,2019,61.0
Shallou,2020,66.0
Shallow Side,2012,0.0
Shallow Side,2019,51.0
Shaman,2019,50.0
Shaman's Harvest,2014,49.0
Shamrock,2005,53.0
Shana,2005,34.0
Shane Harper,2016,45.0
Shanghai Treason,2019,6.0
Shanguy,2018,54.0
Shanice,1991,59.0
Shanice,1992,24.0
Shanice,1999,0.0
Shanice,2006,4.0
Shanice,2008,0.0
Shannon,2000,48.5
Shannon Chapman,2019,21.0
Shannon K,2018,34.0
Shannon LaBrie,2013,5.5
Shannon LaBrie,2019,35.0
Shapov,2018,26.0
Sharam featuring Daniel Bedingfield,2008,0.0
Shark,2019,46.0
Sharlene,2020,57.0
Sharon Jones,2008,24.0
Sharon Jones & The Dap-Kings,2005,28.0
Sharon Jones & The Dap-Kings,2017,9.0
Sharon Van Etten,2014,63.0
Sharon Van Etten,2019,65.0
Sharp Man,2019,9.0
Sharpay Evans,2007,58.0
Shaun Cassidy,1980,18.0
Shaun Frank,2016,0.0
Shaun Frank,2018,30.0
Shaun Frank,2019,39.0
Shavi,2017,25.0
Shawn Desman,2010,44.0
Shawn Mendes,2015,69.6
Shawn Mendes,2016,13.666666666666666
Shawn Mendes,2017,54.69230769230769
Shawn Mendes,2018,55.0
Shawn Mendes,2019,86.78947368421052
Shawty Lo,2007,48.0
Shawty Lo,2013,2.0
Shay Lia,2019,41.0
Shazalakazoo,2011,41.0
She & Him,2008,46.0
She & Him,2013,35.0
Sheck Wes,2017,10.0
Sheck Wes,2018,82.0
Sheek Louch,2015,8.0
Shellerini,2019,56.0
Shelow Shaq,2019,23.0
Shenseea,2019,68.0
